TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Nivel_Pasos_Alta Actividad,Nivel_Pasos_Baja Actividad,Nivel_Sedentarismo_Alto Sedentarismo,Nivel_Sedentarismo_Bajo Sedentarismo
1.0848455260908725,-1.460314152489656,0.40836097581748343,-0.4044381851613507,1.3820885809295202,0.14492068717094705,-0.082898990877619,1.2194084465892532,-0.7985079174971903,-0.5234648342009828,1,0,1,0
0.5529562646898851,0.9431123366173814,0.24539980480953583,-0.40443818516134916,0.7308405645581734,-0.00020900012571523354,0.2114009031173638,0.0838240177087064,-0.6289012111613371,-0.791235081985635,1,0,1,0
0.4926886310329953,0.8638027017570973,0.7027425329493256,-0.4044381851613523,0.3449158098560981,0.3263327962917749,-0.18099895554261325,-0.2844736349012007,0.932893876347977,-0.8211455883871122,1,0,1,0
0.33971841906023503,0.705183596461654,0.5450381698663991,0.981768111061065,-0.17608271825552835,0.29005037446760934,0.9471506381048207,0.0019800949065048204,-0.8055748635945175,-0.8652991930750069,0,1,1,0
0.9768020955714302,1.3534534765966606,0.8446764722571737,-0.40443818516135227,0.8900344985568279,0.5440273272367684,-0.23004893787511038,0.12474597910980718,-0.639501630307328,-0.6972306332952783,1,0,1,0
0.32722658226589785,0.7741484248509789,1.0970035033227283,-0.40443818516134816,-0.33045259713344616,0.6165921708850995,0.2604508854498609,-0.45839197085587907,-1.466334323694612,-0.8895124601619169,0,1,0,1
1.05350635658929,1.5017281042713875,-0.579919854078519,-0.40443818516134966,0.7308405645581734,0.7617218581817617,0.0642509561198724,0.24751186331310954,0.6890842359901882,-0.614620663234056,1,0,1,0
1.5985449198790533,1.9465516584453295,1.2757350981057491,1.0477780033881847,0.8852105584506428,1.0519812327750864,0.8000006911073293,0.5646570641716406,-0.6324346842100008,-0.4522493427688945,1,0,1,0
0.5110976536772817,0.8431132532403005,0.45041550188377116,-0.4044381851613515,0.504109628840201,0.25376795264344376,-0.13194897321011612,-0.03894186649459597,-0.48049534311746567,-0.8069024901006945,1,0,1,0
0.3522102558545722,0.7258730449784507,-0.5094785589505043,-0.4044381851613529,0.701896233833791,-0.07277384377404637,-0.32814890254010465,0.022441075607055216,-0.4098258821441935,-0.8225698982157539,0,1,1,0
0.997621823561992,1.3431088345508229,1.922323224876894,0.8277452038307619,-0.4607022004077185,1.6324999819617356,0.6038007617773408,-0.8062286427652358,0.9293604032993135,-0.7485057871263819,1,0,1,0
1.3498039591497082,1.6568990503599277,0.8972445515074201,-0.4044381851613472,-1.2827219750791057,0.7254394363575962,0.309500867782358,0.5441960834710903,-0.7843740253025359,-0.5747399880320865,1,0,1,0
0.40042436278008403,0.7500106527021542,0.9550695640148802,-0.40443818516135444,0.0409999922064379,0.6528745927092651,-0.47529884953759605,0.29866431506448554,-0.8656439054217988,-0.8040538704434109,1,0,1,0
1.5654525101256338,1.918965727089598,2.2009341702353815,-0.40443818516135044,0.35938797521828925,1.8864769347308945,-0.033849008545121864,0.0735935273584312,-0.4946292353121201,-0.48358415899901336,1,0,1,0
1.214804459758275,1.5706929326607126,0.6449175204418656,-0.4044381851613466,1.1312374846224447,0.3626152181159405,0.4076008324473523,0.7181144194257686,-0.4274932473875116,-0.5448294816306093,1,0,1,0
2.1744843426074403,-1.4182110844738485,2.78444047657404,-0.40443818516135227,1.068524653038401,2.0678890438517223,-0.18099895554261325,0.34981676681586155,0.5442118409949803,-0.2756349240173154,1,0,1,0
1.0830922858390357,1.4810384913294694,1.2809919060307755,-0.2768191955169857,0.2870270333927865,0.9794163891267552,0.6528507441098379,-0.20262971209899913,-0.6077003728693555,-0.6473797892928166,1,0,1,0
0.6506994087297864,1.005180846592893,-0.022697712697185908,-0.4044381851613512,1.150533705105363,-0.1816211092465431,-0.13194897321011612,0.34981676681586155,-0.49109576226345647,-0.7342626888399644,1,0,1,0
1.415988778656547,-1.4603141524896535,1.2915055218808227,1.1577942720171583,0.5185819092169391,1.1245460764234174,0.9471506381048207,0.0838240177087064,-0.855043486275808,-0.5775886076893699,1,0,1,0
0.5238086455030985,0.887940473905922,0.6238902887417712,1.3558238178487798,-0.1326661071544031,0.43518006176427165,0.9962006204373177,0.38050823786668714,-0.791440971399863,-0.7584759559268743,1,0,1,0
1.4278231503564454,1.887931472101842,1.1075171191727755,-0.40443818516135044,1.3145518092392965,0.7254394363575962,0.015200973787375267,0.6976534387252182,-0.5511648040907378,-0.49640294745678926,1,0,1,0
1.5102254421927748,1.8706901827919518,1.3808713819384295,0.7507336846407413,0.8128496166251401,1.0519812327750864,0.4566508147798494,0.4623521606688887,-0.4875622892147929,-0.5163432850577739,1,0,1,0
0.6329478511799389,1.005180846592893,0.7132561487993728,-0.4044381851613472,-1.3570125044485373,0.5440273272367684,0.35855085011485516,-0.05940284719514636,0.7950884274500963,-0.7599002657555162,1,0,1,0
1.2838382946743487,1.6086235060622782,0.9550695640148802,0.7837386963791702,0.8128496166251401,0.8705691236542585,0.4566508147798494,0.4214301992677879,-0.342689894219585,-0.5604968897456688,1,0,1,0
0.8650330295168345,1.308626255931039,0.45567230980879736,-0.404438185161354,1.2614870878967122,0.10863826534678149,-0.4262488672050989,0.8204193229285206,-0.7066376182319365,-0.6502284089501,1,0,1,0
0.8284341392597414,1.1982825305081204,0.7132561487993728,1.9279088081686409,-0.031360834604517995,0.5803097490609339,1.5357504260947863,-0.3458565770028519,-0.4274932473875116,-0.7570516460982326,1,0,1,0
0.4050266184411556,0.8086308390456379,1.2757350981057491,-0.4044381851613532,-0.22432326946282904,0.8342867018300929,-0.32814890254010465,-0.05940284719514636,-1.3426627669913858,-0.8724207422182158,1,0,0,1
0.8350087902041294,1.201730689715027,1.2336806347055553,-0.4044381851613509,0.2629067577891313,0.9068515454784241,-0.18099895554261325,-0.02871137614432077,-0.4204263012901844,-0.7599002657555162,1,0,1,0
0.8755524710278553,1.2189719790249172,1.1811124301231213,-0.2768191955169857,0.03135188196497872,0.9068515454784241,0.8000006911073293,0.05313254665788081,-0.7349054026212454,-0.7029278726098455,1,0,1,0
0.9989367537508697,1.3431088345508229,0.7658242280496192,0.7067271771891607,0.6536556826264854,0.5440273272367684,0.4076008324473523,0.4316606896180631,-1.006982827368343,-0.8111754195866198,1,0,0,1
-0.010710476275644205,0.37070376771063085,-0.5799198540785361,-0.4044381851613567,1.0202841018310955,-0.7621398584331922,-0.7205487612000817,-0.6425407971608326,1.201437828046411,-1.3111081694398798,0,1,1,0
-0.264053692666061,0.1086372554060786,-0.5799198540785361,-0.4044381851613567,0.6536556826264854,-0.7621398584331922,-0.7205487612000817,-0.6220798164602822,1.194370881949084,-1.341018675841357,0,1,1,0
