Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Nivel_Pasos,Nivel_Sedentarismo,TotalMinutesAsleep,TotalTimeInBed,Eficiencia_Sueño
1503960366,2016-12-04,13162.0,8.5,187999999523163.0,0.550000011920929,605999994277954.0,0.0,25.0,13,328,728,1985.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-04-13,10735.0,696999979019165.0,157000005245209.0,0.689999997615814,471000003814697.0,0.0,21.0,19,217,776,1797.0,Alta Actividad,Alto Sedentarismo,384.0,407.0,0.94
1503960366,2016-04-14,10460.0,673999977111816.0,244000005722046.0,0.400000005960464,391000008583069.0,0.0,30.0,11,181,1218,1776.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-04-15,9762.0,628000020980835.0,214000010490417.0,125999999046326.0,282999992370605.0,0.0,29.0,34,209,726,1745.0,Baja Actividad,Alto Sedentarismo,412.0,442.0,0.93
1503960366,2016-04-16,12669.0,815999984741211.0,271000003814697.0,0.409999996423721,503999996185303.0,0.0,36.0,10,221,773,1863.0,Alta Actividad,Alto Sedentarismo,340.0,367.0,0.93
1503960366,2016-04-17,9705.0,648000001907349.0,319000005722046.0,0.779999971389771,250999999046326.0,0.0,38.0,20,164,539,1728.0,Baja Actividad,Bajo Sedentarismo,700.0,712.0,0.98
1503960366,2016-04-18,13019.0,859000015258789.0,3.25,0.639999985694885,471000003814697.0,0.0,42.0,16,233,1149,1921.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-04-19,15506.0,988000011444092.0,352999997138977.0,132000005245209.0,503000020980835.0,0.0,50.0,31,264,775,2035.0,Alta Actividad,Alto Sedentarismo,304.0,320.0,0.95
1503960366,2016-04-20,10544.0,667999982833862.0,196000003814697.0,0.479999989271164,423999977111816.0,0.0,28.0,12,205,818,1786.0,Alta Actividad,Alto Sedentarismo,360.0,377.0,0.95
1503960366,2016-04-21,9819.0,634000015258789.0,13400000333786.0,0.349999994039536,465000009536743.0,0.0,19.0,8,211,838,1775.0,Baja Actividad,Alto Sedentarismo,325.0,364.0,0.89
1503960366,2016-04-22,12764.0,813000011444092.0,476000022888184.0,112000000476837.0,224000000953674.0,0.0,66.0,27,130,1217,1827.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-04-23,14371.0,903999996185303.0,280999994277954.0,0.870000004768372,53600001335144.0,0.0,41.0,21,262,732,1949.0,Alta Actividad,Alto Sedentarismo,361.0,384.0,0.94
1503960366,2016-04-24,10039.0,640999984741211.0,292000007629395.0,0.209999993443489,327999997138977.0,0.0,39.0,5,238,709,1788.0,Alta Actividad,Alto Sedentarismo,430.0,449.0,0.96
1503960366,2016-04-25,15355.0,980000019073486.0,528999996185303.0,0.569999992847443,394000005722046.0,0.0,73.0,14,216,814,2013.0,Alta Actividad,Alto Sedentarismo,277.0,323.0,0.86
1503960366,2016-04-26,13755.0,878999996185303.0,232999992370605.0,0.920000016689301,553999996185303.0,0.0,31.0,23,279,833,1970.0,Alta Actividad,Alto Sedentarismo,245.0,274.0,0.89
1503960366,2016-04-27,18134.0,12210000038147.0,640000009536743.0,0.409999996423721,540999984741211.0,0.0,78.0,11,243,1108,2159.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-04-28,13154.0,852999973297119.0,353999996185303.0,11599999666214.0,378999996185303.0,0.0,48.0,28,189,782,1898.0,Alta Actividad,Alto Sedentarismo,366.0,393.0,0.93
1503960366,2016-04-29,11181.0,715000009536743.0,105999994277954.0,0.5,557999992370605.0,0.0,16.0,12,243,815,1837.0,Alta Actividad,Alto Sedentarismo,341.0,354.0,0.96
1503960366,2016-04-30,14673.0,9.25,355999994277954.0,141999995708466.0,426999998092651.0,0.0,52.0,34,217,712,1947.0,Alta Actividad,Alto Sedentarismo,404.0,425.0,0.95
1503960366,2016-01-05,10602.0,680999994277954.0,228999996185303.0,160000002384186.0,292000007629395.0,0.0,33.0,35,246,730,1820.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-02-05,14727.0,971000003814697.0,321000003814697.0,0.569999992847443,592000007629395.0,0.0,41.0,15,277,798,2004.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-03-05,15103.0,965999984741211.0,373000001907349.0,104999995231628.0,488000011444092.0,0.0,50.0,24,254,816,1990.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-04-05,11100.0,715000009536743.0,246000003814697.0,0.870000004768372,38199999332428.0,0.0,36.0,22,203,1179,1819.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-05-05,14070.0,889999961853027.0,292000007629395.0,108000004291534.0,488000011444092.0,0.0,45.0,24,250,857,1959.0,Alta Actividad,Alto Sedentarismo,247.0,264.0,0.94
1503960366,2016-06-05,12159.0,802999973297119.0,197000002861023.0,0.25,580999994277954.0,0.0,24.0,6,289,754,1896.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-07-05,11992.0,771000003814697.0,246000003814697.0,211999988555908.0,313000011444092.0,0.0,37.0,46,175,833,1821.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-08-05,10060.0,657999992370605.0,352999997138977.0,0.319999992847443,273000001907349.0,0.0,44.0,8,203,574,1740.0,Alta Actividad,Bajo Sedentarismo,,,
1503960366,2016-09-05,12022.0,771999979019165.0,345000004768372.0,0.529999971389771,374000000953674.0,0.0,46.0,11,206,835,1819.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-10-05,12207.0,776999998092651.0,334999990463257.0,11599999666214.0,325999999046326.0,0.0,46.0,31,214,746,1859.0,Alta Actividad,Alto Sedentarismo,,,
1503960366,2016-11-05,12770.0,813000011444092.0,255999994277954.0,100999999046326.0,455000019073486.0,0.0,36.0,23,251,669,1783.0,Alta Actividad,Bajo Sedentarismo,,,
1624580081,2016-12-04,8163.0,530999994277954.0,0.0,0.0,530999994277954.0,0.0,0.0,0,146,1294,1432.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-13,7007.0,455000019073486.0,0.0,0.0,455000019073486.0,0.0,0.0,0,148,1292,1411.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-14,9107.0,592000007629395.0,0.0,0.0,590999984741211.0,0.0099999997764825,0.0,0,236,1204,1572.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-15,1510.0,0.980000019073486,0.0,0.0,0.970000028610229,0.0,0.0,0,96,1344,1344.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-16,5370.0,349000000953674.0,0.0,0.0,349000000953674.0,0.0,0.0,0,176,1264,1463.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-17,6175.0,405999994277954.0,102999997138977.0,151999998092651.0,149000000953674.0,0.0099999997764825,15.0,22,127,1276,1554.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-18,10536.0,740999984741211.0,215000009536743.0,0.620000004768372,461999988555908.0,0.0099999997764825,17.0,7,202,1214,1604.0,Alta Actividad,Alto Sedentarismo,,,
1624580081,2016-04-19,2916.0,189999997615814.0,0.0,0.0,189999997615814.0,0.0,0.0,0,141,1299,1435.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-20,4974.0,323000001907349.0,0.0,0.0,323000001907349.0,0.0,0.0,0,151,1289,1446.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-21,6349.0,413000011444092.0,0.0,0.0,41100001335144.0,0.0199999995529652,0.0,0,186,1254,1467.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-22,4026.0,261999988555908.0,0.0,0.0,259999990463257.0,0.0,0.0,0,199,1241,1470.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-23,8538.0,555000019073486.0,0.0,0.0,553999996185303.0,0.0099999997764825,0.0,0,227,1213,1562.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-24,6076.0,395000004768372.0,114999997615814.0,0.910000026226044,188999998569489.0,0.0,16.0,18,185,1221,1617.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-25,6497.0,421999979019165.0,0.0,0.0,419999980926514.0,0.0199999995529652,0.0,0,202,1238,1492.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-26,2826.0,18400000333786.0,0.0,0.0,183000004291534.0,0.0099999997764825,0.0,0,140,1300,1402.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-27,8367.0,544000005722046.0,111000001430511.0,187000000476837.0,246000003814697.0,0.0,17.0,36,154,1233,1670.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-28,2759.0,178999996185303.0,0.0,0.200000002980232,160000002384186.0,0.0,0.0,5,115,1320,1401.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-29,2390.0,154999995231628.0,0.0,0.0,154999995231628.0,0.0,0.0,0,150,1290,1404.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-30,6474.0,430000019073486.0,0.899999976158142,127999997138977.0,211999988555908.0,0.0099999997764825,11.0,23,224,1182,1655.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-01-05,20400.375,280300006866455.0,219200000762939.0,419000005722046.0,19099999666214.0,0.0199999995529652,87.5,63,171,1020,2690.0,Alta Actividad,Alto Sedentarismo,,,
1624580081,2016-02-05,7155.0,492999982833862.0,0.860000014305115,0.589999973773956,347000002861023.0,0.0,7.0,6,166,1261,1497.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-03-05,2100.0,137000000476837.0,0.0,0.0,13400000333786.0,0.0199999995529652,0.0,0,96,1344,1334.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-04-05,2193.0,142999994754791.0,0.0,0.0,141999995708466.0,0.0,0.0,0,118,1322,1368.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-05-05,2470.0,161000001430511.0,0.0,0.0,158000004291534.0,0.0199999995529652,0.0,0,117,1323,1370.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-06-05,1727.0,112000000476837.0,0.0,0.0,112000000476837.0,0.0099999997764825,0.0,0,102,1338,1341.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-07-05,2104.0,137000000476837.0,0.0,0.0,137000000476837.0,0.0,0.0,0,182,1258,1474.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-08-05,3427.0,223000001907349.0,0.0,0.0,222000002861023.0,0.0,0.0,0,152,1288,1427.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-09-05,1732.0,112999999523163.0,0.0,0.0,112999999523163.0,0.0,0.0,0,91,1349,1328.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-10-05,2969.0,192999994754791.0,0.0,0.0,191999995708466.0,0.0099999997764825,0.0,0,139,1301,1393.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-11-05,3134.0,203999996185303.0,0.0,0.0,203999996185303.0,0.0,0.0,0,112,1328,1359.0,Baja Actividad,Alto Sedentarismo,,,
1624580081,2016-12-05,2971.0,192999994754791.0,0.0,0.0,191999995708466.0,0.0099999997764825,0.0,0,107,890,1002.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-12-04,10694.0,776999998092651.0,0.140000000596046,229999995231628.0,532999992370605.0,0.0,2.0,51,256,1131,3199.0,Alta Actividad,Alto Sedentarismo,,,
1644430081,2016-04-13,8001.0,582000017166138.0,227999997138977.0,0.899999976158142,264000010490417.0,0.0,30.0,16,135,1259,2902.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-14,11037.0,802000045776367.0,0.360000014305115,255999994277954.0,509999990463257.0,0.0,5.0,58,252,1125,3226.0,Alta Actividad,Alto Sedentarismo,,,
1644430081,2016-04-15,5263.0,382999992370605.0,0.219999998807907,0.150000005960464,345000004768372.0,0.0,3.0,4,170,1263,2750.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-16,15300.0,111199998855591.0,409999990463257.0,187999999523163.0,509000015258789.0,0.0,51.0,42,212,1135,3493.0,Alta Actividad,Alto Sedentarismo,,,
1644430081,2016-04-17,8757.0,636999988555908.0,2.25,0.569999992847443,354999995231628.0,0.0,29.0,13,186,1212,3011.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-18,7132.0,519000005722046.0,107000005245209.0,166999995708466.0,245000004768372.0,0.0,15.0,33,121,1271,2806.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-19,11256.0,818000030517578.0,0.360000014305115,252999997138977.0,530000019073486.0,0.0,5.0,58,278,1099,3300.0,Alta Actividad,Alto Sedentarismo,,,
1644430081,2016-04-20,2436.0,176999998092651.0,0.0,0.0,175999999046326.0,0.0099999997764825,0.0,0,125,1315,2430.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-21,1223.0,0.889999985694885,0.0,0.0,0.879999995231628,0.0099999997764825,0.0,0,38,1402,2140.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-22,3673.0,267000007629395.0,0.0,0.0,266000008583069.0,0.0099999997764825,0.0,0,86,1354,2344.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-23,6637.0,482999992370605.0,0.0,0.579999983310699,4.25,0.0,0.0,15,160,1265,2677.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-24,3321.0,241000008583069.0,0.0,0.0,241000008583069.0,0.0,0.0,0,89,1351,2413.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-25,3580.0,259999990463257.0,0.589999973773956,0.0599999986588955,195000004768372.0,0.0,8.0,1,94,1337,2497.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-26,9919.0,721000003814697.0,0.800000011920929,172000002861023.0,469000005722046.0,0.0,11.0,41,223,1165,3123.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-27,3032.0,220000004768372.0,0.0,0.0,220000004768372.0,0.0,0.0,0,118,1322,2489.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-28,9405.0,684000015258789.0,0.200000002980232,23199999332428.0,430999994277954.0,0.0,3.0,53,227,1157,3108.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-04-29,3176.0,230999994277954.0,0.0,0.0,230999994277954.0,0.0,0.0,0,120,1193,2498.0,Baja Actividad,Alto Sedentarismo,119.0,127.0,0.94
1644430081,2016-04-30,18213.0,132399997711182.0,0.629999995231628,314000010490417.0,946000003814697.0,0.0,9.0,71,402,816,3846.0,Alta Actividad,Alto Sedentarismo,124.0,142.0,0.87
1644430081,2016-01-05,6132.0,446000003814697.0,0.239999994635582,0.990000009536743,323000001907349.0,0.0,3.0,24,146,908,2696.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-02-05,3758.0,273000001907349.0,0.0700000002980232,0.310000002384186,234999990463257.0,0.0,1.0,7,148,682,2580.0,Baja Actividad,Bajo Sedentarismo,,,
1644430081,2016-03-05,12850.0,934000015258789.0,0.720000028610229,409000015258789.0,453999996185303.0,0.0,10.0,94,221,1115,3324.0,Alta Actividad,Alto Sedentarismo,,,
1644430081,2016-04-05,2309.0,167999994754791.0,0.0,0.0,16599999666214.0,0.0199999995529652,0.0,0,52,1388,2222.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-05-05,4363.0,319000005722046.0,0.519999980926514,0.540000021457672,213000011444092.0,0.0099999997764825,6.0,12,81,1341,2463.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-06-05,9787.0,711999988555908.0,0.819999992847443,0.270000010728836,601000022888184.0,0.0199999995529652,11.0,6,369,1054,3328.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-07-05,13372.0,972000026702881.0,325999999046326.0,0.790000021457672,567000007629395.0,0.0099999997764825,41.0,17,243,1139,3404.0,Alta Actividad,Alto Sedentarismo,,,
1644430081,2016-08-05,6724.0,48899998664856.0,0.0,0.0,488000011444092.0,0.0,0.0,0,295,991,2987.0,Baja Actividad,Alto Sedentarismo,,,
1644430081,2016-09-05,6643.0,482999992370605.0,239000010490417.0,0.349999994039536,208999991416931.0,0.0099999997764825,32.0,6,303,1099,3008.0,Baja Actividad,Alto Sedentarismo,,,
